employee_id,meeting_hours,meeting_count,after_hours_work_hours,focus_hours,workday_span_hours
696,1.63,5,1.82,2.88,6.15
697,4.2,5,2.74,2.72,8.17
698,4.21,8,2.68,3.81,10.32
699,4.4,8,2.82,3.76,7.13
700,5.58,11,2.17,4.28,8.09
701,2.81,12,2.05,1.13,8.36
702,2.4,2,1.95,2.13,6.34
703,1.46,2,2.35,2.63,6.45
704,4.35,10,2.52,2.77,9.17
705,3.3,6,0.02,2.04,7.96
706,3.84,12,0.28,1.76,10.54
707,3.37,11,0.9,3.14,8.05
708,3.25,11,1.6,4.4,8.33
709,5.87,8,0.62,2.48,11.64
710,3.28,2,0.15,3.48,9.03
711,5.93,5,0.21,1.28,10.75
712,1.44,12,1.9,1.22,8.93
713,2.06,6,1.11,2.78,7.59
714,3.64,10,0.31,3.61,9.2
715,5.85,8,2.76,2.85,10.74
716,2.53,6,0.26,4.39,10.79
717,2.84,7,0.38,1.36,8.1
718,5.11,3,1.52,1.5,7.42
719,5.09,4,1.15,4.9,9.05
720,4.29,2,0.53,3.49,10.41
721,2.55,2,1.86,2.58,11.86
722,1.31,6,0.44,4.19,11.39
723,5.48,5,0.38,4.79,9.6
724,2.61,3,0.92,1.61,9.36
725,2.76,5,1.1,1.46,11.76
726,1.15,12,1.67,1.38,9.21
727,3.83,12,2.31,4.15,6.94
728,3.39,10,2.25,3.41,7.56
729,3.77,6,2.61,4.57,8.77
730,4.76,2,1.26,4.09,11.07
731,1.73,5,1.27,1.28,6.42
732,3.0,6,1.4,3.83,8.9
733,1.47,4,0.35,2.54,7.2
734,3.2,11,2.33,2.44,7.47
735,4.44,7,2.57,4.94,11.27
736,4.17,11,1.83,3.12,7.2
737,2.86,8,0.99,1.63,10.04
738,1.61,8,0.5,2.58,6.91
739,3.1,12,1.13,4.76,10.95
740,1.85,4,1.23,3.46,9.17
741,5.54,6,1.34,3.63,6.75
742,5.31,11,0.9,2.7,9.71
743,1.18,4,2.04,4.07,9.71
744,4.03,2,0.58,1.27,10.1
745,3.22,10,0.86,3.71,10.49
746,3.77,3,2.14,1.97,9.41
747,2.72,7,1.32,2.87,8.31
748,1.49,9,2.98,3.16,10.6
749,4.69,12,0.56,3.85,8.64
750,1.59,10,1.59,4.01,6.61
751,5.93,6,0.39,1.28,10.49
752,1.03,3,0.81,4.44,8.09
753,2.92,10,1.13,4.7,8.64
754,3.73,4,0.98,4.08,9.79
755,3.82,8,1.6,1.89,7.27
756,3.97,8,0.2,4.69,9.05
757,5.17,5,2.15,2.04,11.81
758,3.66,3,1.5,1.3,10.44
759,5.68,8,1.8,3.49,6.17
760,2.06,9,1.32,3.8,9.62
761,3.72,10,2.96,3.63,9.96
762,5.64,6,0.12,3.39,6.65
763,5.61,3,1.17,2.61,10.09
764,1.02,8,2.15,2.45,6.09
765,2.35,11,1.84,4.16,11.71
766,5.26,4,0.45,4.62,9.79
767,2.11,6,0.43,4.9,10.21
768,5.2,12,1.46,3.95,6.28
769,4.28,12,2.04,2.02,6.62
770,5.85,6,0.87,1.27,11.47
771,5.92,7,2.28,4.66,8.38
772,2.93,6,0.39,2.15,10.6
773,2.0,7,1.47,2.66,6.27
774,1.34,3,1.68,4.6,6.97
775,4.88,5,1.45,4.7,6.66
776,3.71,9,1.97,2.16,10.07
777,3.51,10,2.07,2.49,10.72
778,5.12,6,0.29,3.67,11.83
779,3.89,4,1.36,1.69,6.8
780,4.22,9,2.23,3.99,7.46
781,4.09,10,0.19,1.94,9.51
782,4.06,12,1.94,2.53,8.44
783,3.32,6,2.31,1.07,9.48
784,3.48,2,0.57,3.15,6.7
785,4.98,3,0.76,4.86,8.12
786,1.91,3,2.83,2.38,8.7
787,1.87,2,2.5,3.67,6.13
788,3.35,10,1.79,3.45,7.65
789,3.18,3,1.27,1.22,10.76
790,1.37,4,2.62,3.08,10.21
791,3.77,4,1.22,4.53,7.54
792,5.89,7,0.96,4.62,8.29
793,3.71,2,0.17,3.13,7.07
794,1.41,2,1.79,3.62,8.62
795,2.37,8,0.36,3.44,8.46
796,1.52,6,2.71,2.95,10.11
797,5.89,12,1.84,2.99,11.89
798,4.03,11,0.07,1.25,8.19
799,4.27,2,2.9,3.55,10.38
800,4.04,7,0.43,4.8,9.66
801,2.47,8,2.75,2.7,7.54
802,5.04,9,0.98,3.12,8.79
803,4.75,3,1.68,3.84,8.74
804,3.19,3,2.01,4.67,7.63
805,1.04,4,2.45,3.65,10.03
806,3.33,6,2.92,2.49,10.94
807,4.8,3,1.35,1.27,6.03
808,5.22,9,2.25,2.84,7.17
809,2.75,10,2.32,2.46,8.59
810,2.73,4,0.23,3.89,10.88
811,2.61,4,2.83,3.14,9.49
812,4.32,2,2.1,4.8,11.34
813,3.06,4,2.16,3.82,6.91
814,3.7,5,1.79,3.57,11.59
815,2.73,10,2.79,1.42,8.13
816,4.23,2,0.61,2.98,10.05
817,1.37,4,2.04,1.38,11.33
818,2.68,3,0.23,1.84,11.43
819,2.94,5,0.87,4.9,7.95
820,3.66,12,0.99,1.89,9.35
821,1.66,12,1.17,4.66,8.01
822,1.63,12,1.37,4.49,6.65
823,4.48,10,0.36,1.9,9.63
824,1.56,9,0.31,3.9,6.35
825,4.43,11,1.9,4.34,10.49
826,2.71,10,2.44,3.88,8.17
827,5.35,10,1.57,1.1,6.91
828,3.89,2,1.54,1.07,8.8
829,2.91,2,2.6,2.65,7.86
830,5.9,10,1.09,3.93,10.62
831,5.32,8,0.77,1.03,6.98
832,5.09,5,1.6,1.3,7.73
833,1.72,8,0.02,4.16,6.78
834,1.8,4,0.67,3.72,7.08
835,2.27,6,0.33,4.19,8.54
836,1.22,5,0.11,3.4,11.4
837,2.5,12,0.74,4.28,11.9
838,1.76,10,2.27,2.36,11.01
839,4.3,12,1.34,3.05,11.18
840,4.33,3,0.06,3.85,8.87
841,1.49,5,0.04,3.78,8.79
842,3.81,11,2.44,3.33,6.56
843,1.04,10,1.6,3.63,9.9
844,2.78,9,2.61,4.82,7.65
845,4.48,5,0.68,4.85,9.03
846,1.68,6,0.87,2.82,9.8
847,5.16,9,1.99,2.36,8.82
848,2.61,8,2.07,3.3,6.26
849,2.03,8,1.67,1.73,8.28
850,3.14,7,2.81,4.06,7.78
851,3.73,11,2.85,4.6,10.44
852,1.83,10,0.69,2.46,8.25
853,2.93,5,1.93,3.56,11.14
854,3.71,7,0.4,2.97,9.89
855,1.69,5,2.22,1.34,6.23
856,4.44,2,0.75,1.44,9.26
857,3.66,12,2.92,2.09,6.64
858,4.74,11,2.86,1.27,7.65
859,5.83,2,2.07,1.27,9.4
860,4.04,12,0.6,1.64,8.88
861,1.87,10,1.64,3.18,10.55
862,4.24,6,0.26,1.46,9.8
863,5.83,2,1.29,2.96,11.37
864,3.24,5,0.24,4.49,10.86
865,2.32,11,1.41,2.25,10.59
866,5.16,7,0.94,2.78,11.07
867,5.72,8,2.76,1.11,11.24
868,1.67,10,2.66,1.52,7.09
869,1.01,7,0.25,4.06,10.56
870,3.15,5,0.93,4.91,11.98
871,5.09,7,0.77,1.83,8.62
872,2.56,4,2.69,2.45,9.66
873,3.21,9,0.7,2.92,11.03
874,3.5,9,1.88,4.55,8.85
875,2.66,8,1.05,1.59,8.16
876,5.44,4,2.84,3.16,9.72
877,5.67,2,0.31,2.78,9.51
878,5.01,11,2.72,2.75,10.68
879,2.71,3,2.15,1.42,6.98
880,2.06,7,2.34,4.69,10.44
881,2.24,11,2.32,2.45,7.99
882,2.37,6,1.39,2.49,10.85
883,1.7,4,2.66,4.47,9.0
884,1.5,5,2.45,3.85,9.77
885,4.77,11,2.62,1.4,6.18
886,4.73,2,1.47,2.43,9.76
887,5.1,8,1.55,3.65,8.9
888,5.52,3,0.38,4.63,8.88
889,4.16,12,0.09,1.44,10.84
890,1.84,4,0.88,1.25,8.01
891,4.75,4,2.64,2.67,6.54
892,4.06,2,1.03,2.76,6.26
893,3.27,11,2.82,3.39,8.25
894,3.51,10,2.32,3.23,9.35
895,1.75,8,0.24,3.17,9.33
896,3.81,7,0.73,4.32,6.63
897,3.82,10,0.82,3.53,6.01
898,3.04,12,2.45,3.82,7.21
899,3.82,9,1.21,2.81,9.83
900,5.9,10,2.95,4.03,11.14
901,3.42,7,2.17,1.93,11.21
902,5.62,8,0.3,4.77,7.64
903,4.55,2,1.91,3.29,8.32
904,3.23,5,1.76,4.82,11.24
905,5.58,3,1.76,3.51,6.94
906,3.36,7,1.97,1.22,7.93
907,2.39,7,2.13,4.61,6.07
908,1.52,4,2.2,4.44,9.14
909,3.38,2,0.1,2.9,10.28
910,3.39,10,2.93,4.86,6.12
911,1.65,8,0.43,4.47,7.49
912,5.01,7,0.95,3.06,7.27
913,5.25,9,1.14,2.99,11.02
914,4.1,12,2.46,1.81,10.53
915,4.38,10,1.86,2.6,8.18
916,2.04,6,0.19,4.24,11.67
917,4.87,5,1.92,2.87,8.6
918,4.42,11,0.96,3.67,11.76
919,1.92,11,2.3,3.02,7.48
920,1.77,12,0.11,4.21,6.93
921,5.87,9,0.84,1.38,6.46
922,5.16,11,2.6,3.12,11.05
923,2.09,9,1.64,3.98,11.05
924,4.88,9,1.16,2.77,7.06
925,5.29,9,0.43,2.18,8.04
926,1.61,12,2.0,1.33,9.84
927,2.44,4,2.03,2.57,11.19
928,3.75,5,1.51,1.8,11.62
929,3.76,3,2.89,1.25,10.75
930,5.33,2,0.07,3.87,11.49
931,4.35,9,0.63,4.39,8.78
932,3.94,6,1.96,3.75,8.04
933,1.55,12,1.23,4.03,8.02
934,3.51,6,0.7,4.06,11.8
935,3.53,4,2.9,1.6,8.1
936,4.09,9,0.61,1.63,6.74
937,5.74,3,2.02,2.58,10.33
938,4.47,4,1.16,2.19,6.94
939,2.76,12,2.11,2.39,10.86
940,3.04,7,0.31,4.04,6.49
941,4.16,11,1.43,4.55,10.88
942,5.7,8,0.88,1.77,8.84
943,3.69,12,1.39,1.27,9.93
944,1.34,6,0.26,4.88,8.06
945,2.3,7,1.15,1.28,8.57
946,1.19,4,2.08,1.68,11.88
947,3.66,12,2.82,4.47,7.13
948,5.62,12,1.36,4.28,6.6
949,5.95,6,2.26,1.74,9.92
950,2.3,6,1.68,4.58,8.06
951,3.95,10,1.06,1.45,10.53
952,1.6,2,0.13,2.67,9.79
953,3.6,3,1.38,4.76,9.91
954,2.05,8,2.52,1.44,7.16
955,3.15,7,1.65,4.18,11.12
956,1.31,11,1.34,3.26,8.51
957,4.41,3,0.45,2.14,7.94
958,3.06,9,1.78,1.68,7.95
959,3.24,12,2.1,3.33,7.32
960,5.68,3,1.93,2.06,8.88
961,4.84,9,0.95,1.55,9.24
962,2.63,5,1.75,3.98,7.68
963,3.5,6,0.54,3.01,11.44
964,2.95,7,1.59,3.95,6.05
965,2.29,2,1.52,2.24,7.06
966,1.75,11,1.92,2.93,6.33
967,2.16,9,2.14,2.51,8.05
968,4.84,12,2.27,4.15,10.97
969,4.33,9,2.54,4.98,9.16
970,1.07,3,1.54,2.61,11.48
971,4.51,7,2.52,3.75,11.68
972,4.99,10,1.01,3.1,10.86
973,1.02,4,1.26,4.5,9.8
974,3.21,9,0.43,3.24,11.36
975,4.68,10,2.2,2.84,10.33
976,2.65,2,1.69,4.0,10.37
977,4.53,5,0.5,3.42,10.53
978,1.94,12,0.25,2.38,8.9
979,3.57,7,2.42,1.48,10.8
980,3.03,12,0.86,3.47,9.03
981,3.92,10,0.38,2.4,11.68
982,5.69,9,2.86,1.37,9.05
983,1.38,7,2.89,2.99,6.85
984,1.22,9,2.6,4.39,11.6
985,5.15,9,0.26,2.11,8.82
986,3.26,3,0.62,2.16,10.5
987,4.8,11,1.55,4.32,7.45
988,3.37,5,1.11,2.28,8.43
989,4.83,10,1.14,2.06,9.66
990,5.9,6,1.87,3.4,11.03
991,4.88,6,1.08,3.67,11.18
992,1.58,4,0.75,2.91,9.1
993,1.73,12,1.75,1.09,7.29
994,2.98,8,1.98,2.1,8.41
995,2.15,10,2.77,4.68,7.1
996,3.33,9,2.58,3.21,7.07
997,3.88,6,1.21,3.5,8.97
998,5.75,6,0.41,2.97,6.59
999,1.12,4,2.14,2.73,6.22
1000,4.84,7,2.23,3.63,8.23
1001,4.87,2,2.49,4.74,9.16
1002,4.14,9,1.56,1.01,6.7
1003,4.16,2,0.78,4.24,7.62
1004,1.24,5,0.99,3.81,8.8
1005,4.03,7,2.19,4.76,6.48
1006,4.01,11,0.13,2.04,6.52
1007,4.61,9,2.17,2.42,11.86
1008,2.98,3,2.99,2.57,10.95
1009,3.87,8,0.11,1.49,7.29
1010,1.41,6,1.06,3.25,6.62
1011,5.34,10,0.19,2.75,6.87
1012,4.65,12,0.51,2.79,8.68
1013,3.91,11,1.46,2.54,7.2
1014,1.85,10,0.21,2.51,10.3
1015,5.91,2,1.91,4.77,10.42
1016,2.66,10,1.88,3.28,7.93
1017,4.43,12,0.65,4.26,11.49
1018,3.19,12,0.57,3.62,9.28
1019,1.83,10,0.36,3.45,8.22
1020,3.34,5,2.19,3.63,11.12
1021,1.05,12,1.32,3.32,11.48
1022,5.74,2,1.22,4.39,11.13
1023,4.68,12,2.65,1.39,6.98
1024,3.98,8,2.05,2.74,6.86
1025,1.08,4,0.66,3.64,11.34
1026,5.25,3,2.59,1.08,10.81
1027,1.34,10,2.04,2.82,10.82
1028,1.43,10,2.92,3.17,8.48
1029,4.83,12,1.86,4.15,8.87
1030,2.6,3,2.98,1.99,10.34
1031,1.65,4,1.04,4.98,10.57
1032,3.29,3,2.81,3.4,9.67
1033,4.05,11,0.83,2.47,6.76
1034,2.49,9,0.02,3.59,9.0
1035,5.42,9,2.46,2.2,9.61
1036,5.27,6,0.44,2.38,8.39
1037,2.67,2,2.77,3.24,10.51
1038,5.59,5,0.44,1.41,9.68
1039,5.88,8,1.25,2.34,11.03
1040,3.44,3,2.27,4.76,11.21
1041,2.66,3,1.82,1.99,8.05
1042,4.57,10,1.93,2.48,11.6
1043,5.59,6,1.3,1.57,9.54
1044,2.84,7,0.47,3.94,11.01
1045,4.09,3,2.35,3.98,7.69
1046,5.36,10,1.78,4.65,11.12
1047,5.67,8,1.29,4.7,7.09
1048,1.12,5,0.16,2.94,9.0
1049,4.79,5,0.67,2.37,9.41
1050,2.19,10,0.46,2.94,11.7
1051,4.2,11,2.53,1.57,9.77
1052,1.76,10,1.72,4.01,7.67
1053,3.58,7,2.95,2.24,10.95
1054,2.3,5,1.07,2.99,6.68
1055,2.69,7,2.84,2.99,9.41
1056,2.13,6,1.66,4.06,7.55
1057,5.56,3,0.37,1.62,8.89
1058,4.56,9,1.07,4.93,6.74
1059,3.21,10,0.55,1.96,9.59
1060,5.98,3,1.67,4.23,6.73
1061,5.9,5,0.32,4.76,7.0
1062,3.02,6,0.2,3.03,11.71
1063,3.83,8,2.01,2.27,10.32
1064,2.6,9,0.2,4.27,8.14
1065,4.43,7,2.95,2.27,11.08
1066,4.67,11,1.73,3.48,7.25
1067,1.89,6,2.49,4.23,11.92
1068,5.89,10,2.72,1.24,8.2
1069,4.18,6,2.41,2.58,9.29
1070,4.22,10,1.36,4.27,9.71
1071,5.18,11,2.58,1.72,7.07
1072,2.0,4,2.29,3.4,11.94
1073,3.31,7,2.06,2.45,7.32
1074,3.53,7,1.98,4.62,6.92
1075,2.18,12,1.52,4.52,7.25
1076,5.78,3,2.95,2.25,10.07
1077,5.62,9,1.89,4.59,9.05
1078,3.18,9,0.41,3.78,6.23
1079,1.37,10,1.44,1.48,7.58
1080,4.47,11,2.62,4.63,7.05
1081,2.93,4,1.53,2.06,8.85
1082,4.98,12,2.63,2.28,9.11
1083,1.36,10,2.06,4.47,11.03
1084,3.53,12,2.37,4.6,9.86
1085,4.06,2,0.24,4.14,10.47
1086,5.76,6,2.62,3.74,11.69
1087,4.77,4,0.61,1.71,7.19
1088,1.45,7,2.32,3.69,10.79
1089,4.37,3,1.83,1.96,11.75
1090,1.14,7,1.32,3.96,10.85
1091,2.92,6,1.01,1.37,7.53
1092,5.61,8,1.03,1.72,7.27
1093,2.54,11,0.8,2.65,11.25
1094,1.74,5,2.62,1.27,8.98
1095,3.05,11,2.2,2.51,6.95
1096,5.63,3,2.69,4.59,7.18
1097,1.09,4,1.98,1.7,8.68
1098,1.98,11,2.93,2.99,6.71
1099,1.69,4,0.02,1.95,9.75
1100,3.05,3,1.15,1.71,10.95
1101,4.77,5,1.58,1.99,8.02
1102,4.64,5,0.58,4.38,10.21
1103,5.21,12,2.34,2.91,10.11
1104,2.01,12,1.63,1.36,11.73
1105,3.9,10,0.61,3.13,6.82
1106,1.23,6,2.03,2.16,10.04
1107,3.26,12,1.35,4.54,7.24
1108,4.63,10,2.41,3.88,8.65
1109,5.14,5,2.49,4.51,11.85
1110,2.57,11,0.64,4.04,6.19
1111,3.11,7,1.04,1.37,10.23
1112,3.1,4,0.94,1.54,11.86
1113,4.62,7,0.42,2.02,6.64
1114,2.8,4,1.06,4.68,6.52
1115,3.03,12,1.21,3.4,9.76
1116,4.44,2,1.16,3.75,9.23
1117,1.37,2,1.94,3.12,8.92
1118,1.83,2,2.39,2.21,7.39
1119,5.25,9,2.79,1.98,10.37
1120,2.05,4,2.87,3.72,6.16
1121,2.24,12,1.72,2.87,10.89
1122,4.15,10,1.56,3.99,7.34
1123,1.3,5,2.45,4.5,8.11
1124,2.62,10,2.38,2.97,7.92
1125,1.92,3,0.6,1.96,11.74
1126,5.98,2,2.21,2.57,9.91
1127,5.17,10,0.03,2.61,7.43
1128,1.73,12,2.06,2.19,7.33
1129,4.83,2,0.31,3.28,11.52
1130,5.36,11,0.72,1.87,11.82
1131,4.61,2,1.47,1.93,10.01
1132,3.85,5,2.2,1.41,7.02
1133,2.9,9,1.06,4.55,9.41
1134,1.25,4,0.39,3.85,9.04
1135,2.82,10,2.37,1.59,9.21
1136,2.32,2,0.68,3.55,9.09
1137,1.89,12,0.94,1.06,8.96
1138,5.16,12,2.17,4.2,10.87
1139,2.33,3,2.55,4.28,9.54
1140,4.21,2,2.87,1.48,6.77
1141,2.4,4,2.05,1.08,9.44
1142,3.54,4,0.31,4.34,11.39
1143,1.51,7,1.87,2.36,8.02
1144,2.61,9,2.48,1.67,7.17
1145,4.59,10,0.21,3.71,9.71
1146,5.34,10,1.84,4.0,11.59
1147,5.21,3,1.73,2.65,11.64
1148,4.61,2,1.48,1.03,11.46
1149,5.78,6,0.01,1.01,9.97
1150,1.07,12,0.05,4.47,7.94
1151,3.96,12,1.98,3.27,7.96
1152,3.43,7,2.85,1.61,9.13
1153,2.87,7,0.21,2.16,10.57
1154,2.72,9,0.58,4.08,9.96
1155,1.99,6,0.93,4.38,10.45
1156,2.47,4,0.2,2.05,9.65
1157,4.34,11,2.71,1.62,8.84
1158,1.64,5,2.83,4.47,9.83
1159,3.26,6,1.17,4.5,8.62
1160,4.11,2,1.43,1.35,9.48
1161,1.25,4,2.27,3.58,9.48
1162,1.54,2,0.68,1.16,7.24
1163,3.46,4,0.54,4.71,6.58
1164,2.48,7,1.35,3.38,7.97
1165,2.26,2,1.9,4.88,10.67
1166,5.03,3,1.59,1.03,7.9
1167,2.14,9,0.3,4.35,6.59
1168,4.17,2,0.59,4.09,6.84
1169,3.89,8,0.02,1.61,11.95
1170,1.61,11,2.99,1.89,8.78
1171,4.94,3,0.63,1.88,9.01
1172,3.69,12,2.7,1.41,7.26
1173,1.45,12,2.25,2.21,6.79
1174,1.65,10,1.5,1.73,11.99
1175,4.27,12,2.84,4.79,10.83
1176,5.32,6,0.03,4.59,11.73
1177,2.29,8,2.0,3.99,11.86
1178,1.52,7,0.68,1.94,7.28
1179,1.63,9,2.8,4.44,9.14
1180,4.27,5,0.37,1.58,10.28
1181,4.07,2,2.56,1.63,9.48
1182,3.13,10,2.27,2.81,8.05
1183,5.9,6,0.3,3.57,9.69
1184,4.7,4,1.97,1.78,11.75
1185,1.35,8,2.01,2.29,7.54
1186,2.49,4,0.26,3.99,11.22
1187,3.21,11,1.42,2.41,10.46
1188,5.84,12,2.36,4.25,9.28
1189,3.58,6,2.5,3.42,10.96
1190,4.77,11,2.22,1.4,10.57
1191,1.2,3,0.36,2.24,10.3
1192,1.05,12,0.41,3.53,8.19
1193,1.59,6,0.06,2.65,7.44
1194,1.54,9,1.81,4.99,11.08
1195,2.56,4,2.26,2.08,8.84
1196,2.33,8,2.19,4.18,10.35
1197,5.91,3,2.42,1.83,8.14
1198,5.21,12,2.66,3.52,11.87
1199,1.25,3,1.38,4.71,7.69
1200,1.44,4,0.12,3.37,11.97
1201,5.12,7,1.3,3.98,9.8
1202,2.96,9,1.82,1.51,7.96
1203,4.12,4,1.7,3.35,9.47
1204,3.71,6,1.6,2.65,6.97
1205,2.5,12,2.04,3.45,9.66
1206,3.39,10,2.14,1.49,6.95
1207,2.18,7,1.73,2.82,10.21
1208,1.16,2,2.16,3.92,9.93
1209,2.68,7,0.94,4.56,7.27
1210,1.28,6,2.59,1.48,11.85
1211,5.43,10,1.12,1.2,8.78
1212,3.8,6,1.77,1.42,8.95
1213,3.58,8,2.05,1.97,8.39
1214,3.57,5,0.84,2.74,11.76
1215,2.9,10,1.54,4.82,10.96
1216,4.55,3,1.48,3.94,11.8
1217,3.87,3,0.62,1.72,6.11
1218,1.19,2,0.39,4.94,9.9
1219,4.23,4,2.63,2.25,7.31
1220,4.28,8,1.18,2.78,6.16
1221,4.1,2,1.75,4.35,9.41
1222,5.7,3,1.87,4.83,8.42
1223,1.13,4,2.2,3.69,6.03
1224,5.73,11,0.12,3.82,10.16
1225,5.66,2,0.16,4.3,6.36
1226,4.93,4,2.12,3.7,6.07
1227,3.8,12,1.93,2.3,10.43
1228,2.2,6,0.64,3.64,8.41
1229,2.95,9,1.21,4.68,9.52
1230,1.16,5,1.83,4.83,10.6
1231,1.87,2,1.45,3.66,7.67
1232,1.34,4,0.59,4.66,9.27
1233,2.2,12,1.65,1.65,7.58
1234,3.11,10,1.83,1.9,8.45
1235,3.77,8,0.61,3.6,7.47
1236,2.26,9,1.51,4.24,10.38
1237,4.39,4,0.29,4.95,10.09
1238,1.18,4,2.63,1.82,11.49
1239,2.44,6,1.36,4.06,11.24
1240,3.02,8,0.3,4.65,10.8
1241,2.98,12,0.68,2.29,8.28
1242,2.25,2,2.3,1.89,9.69
1243,1.09,7,1.79,1.7,8.85
1244,5.59,8,1.79,2.87,8.33
1245,3.24,5,2.69,3.97,9.07
1246,3.85,9,2.46,1.25,10.49
1247,4.29,11,1.58,1.86,6.69
1248,4.22,10,1.59,4.21,7.9
1249,4.95,8,2.13,4.08,10.7
1250,5.26,2,2.47,4.57,8.13
1251,3.38,11,0.19,3.49,7.78
1252,5.96,7,2.77,1.01,7.72
1253,3.87,3,1.38,1.17,11.18
1254,3.06,9,2.83,4.61,11.34
1255,1.55,11,1.51,4.11,9.66
1256,3.39,9,0.96,1.65,7.65
1257,5.25,6,1.0,1.36,7.7
1258,1.27,7,1.45,2.39,9.41
1259,1.51,2,1.14,3.81,8.92
1260,4.86,5,1.27,2.01,6.57
1261,3.95,8,0.48,1.41,9.71
1262,2.55,7,1.39,1.33,10.4
1263,4.61,3,0.5,1.74,7.17
1264,4.49,9,1.02,4.65,10.25
1265,4.48,2,2.3,3.2,6.23
1266,3.38,5,0.04,3.43,7.15
1267,4.5,4,0.0,5.0,11.44
1268,2.95,7,0.64,1.59,6.31
1269,3.43,9,2.42,1.17,7.42
1270,1.07,4,2.94,2.12,9.31
1271,3.18,8,1.56,3.9,6.34
1272,4.01,2,2.04,1.04,6.23
1273,5.91,9,0.0,1.81,7.39
1274,5.59,7,0.51,3.67,10.11
1275,3.07,3,1.58,3.75,6.49
1276,4.7,4,0.84,1.05,8.5
1277,3.16,3,1.8,2.51,11.44
1278,3.76,9,1.63,4.1,10.05
1279,3.8,3,1.77,1.2,6.54
1280,4.19,10,1.05,2.72,10.52
1281,3.88,2,1.79,2.56,9.38
1282,2.09,10,1.94,4.33,11.44
1283,5.83,4,0.82,2.43,9.33
1284,2.45,12,2.42,1.65,11.87
1285,4.52,9,0.59,3.71,7.45
1286,3.93,3,1.12,1.94,8.12
1287,4.55,5,1.42,3.41,9.82
1288,3.34,2,1.89,1.61,6.91
1289,5.63,11,0.6,2.37,11.9
1290,5.36,10,0.43,1.39,11.45
1291,5.54,3,0.37,3.82,11.98
1292,5.76,5,2.66,1.63,7.84
1293,5.1,8,1.57,3.05,10.52
1294,5.67,9,1.0,3.62,11.84
1295,4.32,11,2.39,3.35,6.53
1296,3.3,5,1.38,2.86,6.2
1297,5.25,7,1.83,3.31,10.92
1298,4.88,7,0.43,2.63,9.37
1299,3.83,3,0.55,1.48,7.4
1300,4.84,2,2.37,3.77,9.8
1301,2.32,8,0.56,1.5,11.96
1302,3.94,9,1.57,4.49,8.48
1303,3.02,10,0.94,2.7,11.3
1304,5.82,2,0.0,1.2,10.19
1305,4.02,3,2.63,4.98,9.66
1306,1.86,11,0.24,2.32,7.74
1307,2.34,10,2.82,2.49,7.16
1308,4.79,5,1.23,3.81,9.2
1309,2.2,2,0.39,1.71,6.37
1310,5.0,7,2.9,3.94,11.33
1311,2.44,7,1.82,4.42,9.08
1312,4.83,9,0.05,1.51,9.07
1313,5.91,11,1.51,1.49,10.57
1314,5.24,4,2.07,4.67,6.87
1315,5.85,3,0.13,4.59,8.48
1316,4.13,5,0.62,4.18,8.03
1317,2.93,5,1.31,3.6,8.9
1318,5.48,10,0.02,4.55,6.63
1319,2.78,2,0.99,3.09,10.43
1320,5.74,4,0.1,1.22,8.24
1321,4.42,4,1.5,1.99,6.16
1322,2.22,3,2.89,4.99,7.11
1323,3.79,5,1.16,4.37,9.93
1324,4.53,4,2.93,3.84,10.53
1325,5.27,3,2.74,3.78,7.76
1326,3.53,6,0.1,4.91,7.75
1327,5.91,8,0.78,3.55,7.25
1328,4.69,5,1.65,3.56,6.28
1329,5.33,3,2.13,4.99,8.19
1330,1.85,4,0.83,4.61,11.25
1331,2.61,2,1.16,3.56,11.5
1332,2.91,8,0.93,2.93,7.75
1333,1.73,3,1.66,2.43,9.61
1334,1.92,10,0.2,4.66,7.72
1335,5.26,10,2.56,2.12,8.7
1336,5.06,3,2.94,2.77,9.51
1337,3.26,8,2.21,2.08,11.7
1338,4.64,2,2.84,2.98,9.7
1339,2.61,12,0.78,4.2,9.35
1340,5.51,2,2.33,4.73,6.01
1341,2.03,4,1.95,2.77,11.96
1342,3.4,9,0.56,1.41,6.32
1343,2.87,2,2.03,3.04,8.52
1344,1.16,6,1.9,4.81,8.6
1345,2.2,7,1.64,3.21,10.92
1346,3.33,11,0.86,3.75,7.54
1347,1.57,10,0.99,4.43,11.25
1348,1.44,4,1.21,4.1,9.94
1349,5.21,3,0.93,2.93,11.8
1350,3.68,5,0.34,3.8,11.5
1351,4.0,2,0.65,1.58,10.81
1352,4.89,7,0.57,1.33,7.66
1353,4.71,5,1.3,4.98,7.22
1354,1.47,10,0.34,3.54,8.28
1355,4.18,2,0.1,2.85,10.86
1356,2.72,11,2.4,1.19,8.33
1357,1.95,11,0.37,4.58,8.06
1358,1.02,10,2.98,1.56,9.41
1359,3.54,9,2.78,4.92,8.86
1360,2.97,4,0.2,1.33,9.68
1361,4.29,9,1.41,1.82,7.41
1362,4.51,11,1.01,4.7,8.0
1363,3.65,11,1.76,4.04,6.65
1364,3.46,2,1.81,2.09,6.98
1365,2.56,9,1.39,4.15,10.48
1366,3.0,9,1.16,3.86,6.37
1367,2.35,4,1.44,4.6,8.53
1368,1.05,9,2.49,1.59,10.89
1369,2.65,2,0.25,2.68,7.41
1370,1.24,12,0.45,4.76,10.5
1371,1.25,8,2.76,3.42,9.6
1372,4.96,11,2.58,2.89,10.55
1373,3.67,9,2.11,2.92,6.79
1374,4.67,4,2.7,1.23,6.62
